customer_id;lname;fname;city;state_province;postal_code;country;gender;occupation
4193;Younkin;Barrett;Lemon Grove;CA;24017;USA;M;Manual
4194;Greathouse;Terri;Lemon Grove;CA;11728;USA;M;Manual
4195;Bratset;Nancy;San Andres;DF;50197;Mexico;F;Manual
4196;Fischer;Stephen;Woodburn;OR;30362;USA;F;Professional
4197;Gillispie;Darlene Phaedra;Redmond;WA;34992;USA;M;Manual
4198;Marchman;Allan;Orizaba;Veracruz;54026;Mexico;F;Management
4199;Smith;Stephanie;San Carlos;CA;24818;USA;F;Manual
4200;Ahillas;Edward;Palo Alto;CA;10014;USA;M;Professional
4201;Whelan;Elaine;Ladner;BC;45967;Canada;M;Professional
4202;Rios;Norma;Camacho;Zacatecas;96324;Mexico;F;Skilled Manual
4203;Martinez;Jacqueline;Marysville;WA;98439;USA;F;Skilled Manual
4204;Wilkinson;Tammy;Tacoma;WA;15958;USA;M;Management
4205;Komma;Ann;Burien;WA;83234;USA;M;Management
4206;Hardin;Judith;San Jose;CA;39622;USA;F;Professional
4207;Woodman;Patsi;Ballard;WA;18861;USA;M;Skilled Manual
4208;Winter;Lee;Acapulco;Guerrero;66702;Mexico;M;Professional
4209;Tutor;Arden;Sedro Woolley;WA;40010;USA;M;Management
4210;Stockman;Felicia;Sedro Woolley;WA;54013;USA;F;Professional
4211;Hardin;Marie;W. Linn;OR;92482;USA;F;Skilled Manual
4212;Brunton;Richard;Imperial Beach;CA;46355;USA;M;Skilled Manual
4213;Smith;Elizabeth;Royal Oak;BC;77277;Canada;F;Skilled Manual
4214;Weiskirch;Deanna;Shawnee;BC;96311;Canada;M;Skilled Manual
4215;Enrico;Brian;Seattle;WA;67103;USA;M;Professional
4216;Power;Anthony;Langley;BC;52299;Canada;F;Skilled Manual
4217;Ridgeway;Steve;Bellingham;WA;88252;USA;F;Management
4218;Schook;Kathy;National City;CA;39609;USA;F;Professional
4219;Schmalfuss;Clarice;Lake Oswego;OR;41724;USA;F;Professional
4220;Bledsoe;Celvin;W. Linn;OR;58243;USA;F;Skilled Manual
4221;Bukias;Melvin;Tacoma;WA;99227;USA;M;Clerical
4222;Hishmeh;Richard;Altadena;CA;81907;USA;F;Management
4223;Chew;Anamarie;Mexico City;Mexico;16346;Mexico;F;Professional
4224;Hogg;Patsy;Mexico City;Mexico;35990;Mexico;F;Clerical
4225;Bowman;Wanda;Hidalgo;Zacatecas;35590;Mexico;M;Professional
4226;Suazo;Hilda;Hidalgo;Zacatecas;23301;Mexico;F;Professional
4227;Wagner;Carmen;La Mesa;CA;88061;USA;F;Professional
4228;Hooker;May;Marysville;WA;41934;USA;M;Skilled Manual
4229;Varney;Julie;Colma;CA;46565;USA;F;Management
4230;Wainwright;David;Milwaukie;OR;65599;USA;F;Skilled Manual
4231;Thomason;Katy;Puyallup;WA;62683;USA;F;Manual
4232;Stolberg;Paul;Glendale;CA;47879;USA;F;Skilled Manual
4233;Randolph;William;Mill Valley;CA;83832;USA;F;Manual
4234;Todd;Lorraine;Port Orchard;WA;35189;USA;F;Management
4235;Villalobos;Marina;Orizaba;Veracruz;37304;Mexico;M;Professional
4236;Smith;Sara;Santa Cruz;CA;27531;USA;F;Manual
4237;Moore;Wendy;Tlaxiaco;Oaxaca;94806;Mexico;M;Skilled Manual
4238;Blackburn;Blaise;Cliffside;BC;77487;Canada;M;Management
4239;Casados;Anna;Tacoma;WA;84632;USA;F;Professional
4240;Mayber;Lisa;Chula Vista;CA;33475;USA;M;Manual
4241;Schacter;Helen;Berkeley;CA;3553;USA;M;Skilled Manual
4242;Leeburg;William;Berkeley;CA;90263;USA;F;Manual
4243;Ballantine;Mary;Portland;OR;29732;USA;M;Skilled Manual
4244;Mccall;Christine;Haney;BC;98972;Canada;F;Management
4245;Holderness;Kathryn;Burlingame;CA;14527;USA;M;Manual
4246;Burris;Earl;Long Beach;CA;33561;USA;F;Professional
4247;Allen;Loretta;Oregon City;OR;43542;USA;F;Professional
4248;Ryan;Masaharu;Oakland;CA;88548;USA;F;Manual
4249;Conca;Selina;Lake Oswego;OR;25502;USA;F;Manual
4250;Setzer;Irvin;Orizaba;Veracruz;75859;Mexico;F;Professional
4251;Villanueva;Jeremy;Altadena;CA;77974;USA;F;Professional
4252;Clark;Kathleen;Burbank;CA;94493;USA;M;Clerical
4253;Beard;Francisca;Albany;OR;62769;USA;F;Skilled Manual
4254;Hopkins;Taesoon;Berkeley;CA;19158;USA;F;Professional
4255;Soiland;Lorayne;Grossmont;CA;52595;USA;M;Manual
4256;Brett;Joan;Hidalgo;Zacatecas;74145;Mexico;F;Manual
4257;Braunlich;Maryann;Port Orchard;WA;73744;USA;F;Professional
4258;Mulder;Donna;Long Beach;CA;60131;USA;M;Manual
4259;Murphy;Madeline;Kirkland;WA;25892;USA;M;Skilled Manual
4260;Larsen;Howard;Shawnee;BC;78764;Canada;M;Professional
4261;Dreschel;Carl;Woodburn;OR;10687;USA;M;Manual
4262;Anderson;Kenneth;Langford;BC;29721;Canada;F;Skilled Manual
4263;Steffen;Jerry;Spring Valley;CA;99512;USA;M;Manual
4264;Bryant;Diane;Westminster;BC;84708;Canada;M;Manual
4265;Bach;Charles;Lynnwood;WA;21662;USA;M;Manual
4266;Baca;Mildred;Victoria;BC;72019;Canada;F;Professional
4267;Siu;Danny;Pomona;CA;74134;USA;F;Manual
4268;Marshall;Patricia;Lake Oswego;OR;64360;USA;M;Professional
4269;Villaluz;Elmer;Marysville;WA;32637;USA;F;Management
4270;Braningan;James;Beverly Hills;CA;15318;USA;F;Professional
4271;Dugan;Nona;Tixapan;DF;48755;Mexico;M;Professional
4272;Bowie;Priscilla;Berkeley;CA;70304;USA;M;Professional
4273;Ananos;Peter;Portland;OR;69904;USA;M;Manual
4274;Baugh;Sherry;Portland;OR;34162;USA;M;Manual
4275;Doidge;Emanuel;Coronado;CA;68177;USA;M;Skilled Manual
4276;Stearns;Sudesh;Anacortes;WA;22050;USA;F;Manual
4277;Vieregg;Monte;La Cruz;Sinaloa;26680;Mexico;M;Skilled Manual
4278;Almasie;Daricia;Fremont;CA;45714;USA;F;Skilled Manual
4279;Anderson;James;Glendale;CA;16506;USA;F;Management
4280;Conrad;Lisa;Arcadia;CA;17022;USA;M;Management
4281;Lucero;Meredith;Richmond;CA;63947;USA;M;Professional
4282;Chacon;Bruce;Burien;WA;88011;USA;F;Manual
4283;Glassman;Beverly;Issaquah;WA;90126;USA;M;Skilled Manual
4284;Ulibarri;Diane;Orizaba;Veracruz;76462;Mexico;F;Manual
4285;McKenzie;Sandra;Merida;Yucatan;74922;Mexico;F;Manual
4286;Carothers;Christine;Royal Oak;BC;57602;Canada;F;Skilled Manual
4287;Sorensen;Debi;Everett;WA;64748;USA;F;Manual
4288;Bradley;Barbara;National City;CA;13590;USA;F;Skilled Manual
4289;Trembath;John;La Jolla;CA;85897;USA;M;Professional
4290;Fraysur;Edwin;Colma;CA;99900;USA;F;Manual
4291;Straub;James;Redmond;WA;37464;USA;M;Manual
4292;Chumbley;Jacob;Pomona;CA;90336;USA;M;Professional
4293;Burke;Joseph;San Jose;CA;22260;USA;M;Professional
4294;Miller;Carolyn;San Carlos;CA;41294;USA;M;Professional
4295;Metz;Brandon;Milwaukie;OR;12086;USA;M;Skilled Manual
4296;Rincon;Audie;La Jolla;CA;96281;USA;F;Management
4297;Harrison;Jennifer;West Covina;CA;33235;USA;M;Skilled Manual
4298;Harrod;Jeannette;Oak Bay;BC;83591;Canada;F;Professional
4299;Vegiard;Bill;Concord;CA;85706;USA;F;Skilled Manual
4300;Moore;William;Santa Monica;CA;32262;USA;F;Professional
4301;Robinson;Stanley;Beaverton;OR;70502;USA;F;Skilled Manual
4302;Ray;Heather;Colma;CA;26890;USA;M;Manual
4303;Zimmerman;Debra;Haney;BC;60328;Canada;F;Management
4304;Wolters;Rebecca;Issaquah;WA;81877;USA;F;Management
4305;Hollinshed;Sally;Renton;WA;81476;USA;F;Skilled Manual
4306;Serna;Dorothy;San Carlos;CA;69188;USA;F;Clerical
4307;Ryan;Maurice;Newport Beach;CA;34949;USA;F;Management
4308;Archuleta;George;Sooke;BC;89452;Canada;F;Skilled Manual
4309;McCabe;Troy;Haney;BC;13575;Canada;F;Skilled Manual
4310;Tancredy;Carolyn;Redmond;WA;32609;USA;M;Professional
4311;Stafford;Joe;Santa Cruz;CA;29693;USA;M;Manual
4312;Christiansen;Chris;Coronado;CA;14889;USA;F;Manual
4313;Telfer;Emory;Royal Oak;BC;50842;Canada;M;Manual
4314;Monitor;Charles;Daly City;CA;22002;USA;M;Professional
4315;Bowling;Heather;Puyallup;WA;43152;USA;M;Manual
4316;Lunt;Betty Lou;Walla Walla;WA;93540;USA;F;Skilled Manual
4317;Andersen;Bernadette;San Andres;DF;61817;Mexico;F;Manual
4318;Burns;Gemma;Burlingame;CA;44497;USA;F;Management
4319;Bachicha;Heather;Orizaba;Veracruz;77935;Mexico;M;Manual
4320;Mills;Paul;West Covina;CA;99484;USA;M;Professional
4321;Chambers;Joseph;Seattle;WA;99084;USA;M;Skilled Manual
4322;Stratton;Jean;Seattle;WA;86795;USA;F;Professional
4323;Sanchez;Raymond;Guadalajara;Jalisco;26264;Mexico;F;Skilled Manual
4324;Jones;James;Lynnwood;WA;64292;USA;F;Professional
4325;Borg;Nadya;Hidalgo;Zacatecas;94452;Mexico;F;Management
4326;Huggett;Henry;Tlaxiaco;Oaxaca;28479;Mexico;M;Professional
4327;Cobbs;Patricia;Altadena;CA;98270;USA;F;Management
4328;Waterman;Natalie;Beverly Hills;CA;83466;USA;F;Professional
4329;Smock;Tuyet;Daly City;CA;20420;USA;F;Manual
4330;Phelps;Erica;Corvallis;OR;70776;USA;M;Manual
4331;Martinez;Joseph;Grossmont;CA;72891;USA;M;Professional
4332;Rogge;Kathy;Ballard;WA;89410;USA;F;Professional
4333;Shaha;Rush;National City;CA;57687;USA;M;Manual
4334;Miller;Kathleen;El Cajon;CA;14075;USA;M;Skilled Manual
4335;Trujillo;Priscilla;Shawnee;BC;47513;Canada;M;Management
4336;Winslow;Carlos;Vancouver;BC;95354;Canada;F;Skilled Manual
4337;Fleming;Enid;Torrance;CA;68662;USA;M;Manual
4338;Pooler;Bettie;Torrance;CA;82665;USA;M;Professional
4339;Ellyson;Thelma;San Carlos;CA;22134;USA;M;Professional
4340;Wade;William;Puyallup;WA;75006;USA;F;Skilled Manual
4341;Salls;Brad;Lake Oswego;OR;6930;USA;M;Professional
4342;Jackson;Julie;Woodburn;OR;50931;USA;M;Skilled Manual
4343;Carver;Julia;Richmond;BC;21723;Canada;F;Management
4344;Kasten;Romeo;Downey;CA;69192;USA;M;Professional
4345;Tallman;Tina;Novato;CA;42872;USA;F;Manual
4346;Suresy;Fernando;Ladner;BC;93228;Canada;M;Manual
4347;Thayer;Michael;Burlingame;CA;95343;USA;F;Manual
4348;Littleton;Patricia;Redwood City;CA;12863;USA;M;Manual
4349;McNamara;Sarah;Kirkland;WA;53847;USA;M;Manual
4350;Murray;Dick;La Cruz;Sinaloa;36527;Mexico;F;Professional
4351;Winslow;Daphney;Yakima;WA;69965;USA;M;Skilled Manual
4352;Archibold;Richard;Seattle;WA;91514;USA;F;Manual
4353;Wessels;Jacqueline;Palo Alto;CA;91113;USA;M;Professional
4354;Aldrich;Stephen;Palo Alto;CA;78825;USA;M;Manual
4355;Pusedu;Henry;Camacho;Zacatecas;44586;Mexico;F;Skilled Manual
4356;Whicher;J. Brent;Port Hammond;BC;97458;Canada;M;Manual
4357;Tracey;Sharon;Long Beach;CA;30892;USA;F;Manual
4358;Stuart;Edie;El Cajon;CA;22123;USA;M;Management
4359;Raymond;William;Oakland;CA;37715;USA;M;Clerical
4360;Topping;Jay;Vancouver;BC;22911;Canada;M;Professional
4361;Aulick;Mary;N. Vancouver;BC;58864;Canada;F;Manual
4362;Cavagnaro;Michael;Acapulco;Guerrero;10222;Mexico;F;Manual
4363;Duran;Melissa;Edmonds;WA;12337;USA;F;Manual
4364;Zimmerman;Lucille;Olympia;WA;25632;USA;M;Professional
4365;Allen;Suzanne;Lynnwood;WA;69839;USA;F;Manual
4366;Warner;Barbara;Santa Cruz;CA;52520;USA;F;Professional
4367;Boggs;Stacie;Issaquah;WA;59665;USA;F;Manual
4368;Benight;Kathy;Torrance;CA;85082;USA;M;Professional
4369;Hinzman;Michael;Everett;WA;8107;USA;M;Manual
4370;Campbell;Robert;Spring Valley;CA;94817;USA;M;Professional
4371;Coblenz;Leonard;San Francisco;CA;34287;USA;M;Professional
4372;Tolson;Raj;Lebanon;OR;14452;USA;F;Professional
4373;Paris;Hoon;Portland;OR;19082;USA;M;Professional
4374;Chuakay;Joe;Camacho;Zacatecas;38116;Mexico;F;Professional
4375;Clark;Gayesandra;Beverly Hills;CA;33295;USA;M;Manual
4376;Wright;Steve;El Cajon;CA;18491;USA;M;Manual
4377;Clark;Julie;Tixapan;DF;54444;Mexico;F;Skilled Manual
4378;Buss;Gobel;Beaverton;OR;58022;USA;F;Management
4379;Armees;Verna;Langley;BC;79172;Canada;M;Professional
4380;Kretz;Baha;Ladner;BC;24435;Canada;F;Professional
4381;Primavera;Clinton;Victoria;BC;91711;Canada;F;Professional
4382;Ulibarri;Rosemarie;Anacortes;WA;48099;USA;F;Management
4383;Werner, Jr.;James;Cliffside;BC;81537;Canada;F;Management
4384;Zane;Janice;Mexico City;Mexico;40872;Mexico;F;Professional
4385;Cambra;Sam;Bellflower;CA;36872;USA;F;Manual
4386;Ortiz;Shirley;Hidalgo;Zacatecas;90397;Mexico;M;Skilled Manual
4387;Burmeister;Paul;Palo Alto;CA;56158;USA;F;Professional
4388;Adkins;Donald;Edmonds;WA;10031;USA;F;Professional
4389;Puttkammer;William;Colma;CA;40954;USA;M;Skilled Manual
4390;Coe;Sandra;W. Linn;OR;59988;USA;F;Professional
4391;Winters;Eric;Spokane;WA;73965;USA;F;Professional
4392;Cravens;Marilyn;Bellflower;CA;59161;USA;M;Skilled Manual
4393;Payne;Nancy;San Jose;CA;95114;USA;F;Manual
4394;Miller;Matthew;Bellingham;WA;46472;USA;F;Manual
4395;Sousa;Stacey;Beaverton;OR;48586;USA;M;Manual
4396;Saiz;Shawna;Woodburn;OR;38813;USA;F;Professional
4397;Todero;George;Spokane;WA;70902;USA;M;Manual
4398;Friesuer;Andrea;Burbank;CA;88769;USA;M;Manual
4399;Campbell;Patricia;Vancouver;BC;23208;Canada;F;Skilled Manual
4400;Bettinardi;Shawn;Novato;CA;44757;USA;F;Professional
4401;Lewis;Juanita;Milwaukie;OR;44357;USA;M;Professional
4402;Klein;Mildred;Milwaukie;OR;32068;USA;F;Management
4403;Smith;Iris;Arcadia;CA;96828;USA;M;Professional
4404;Carothers;Louise;Imperial Beach;CA;50701;USA;M;Manual
4405;Ragland;Theresa;Lebanon;OR;55332;USA;F;Skilled Manual
4406;Aguilar;Stacie;Richmond;BC;74365;Canada;F;Professional
4407;Antonioni;Rodney;Los Angeles;CA;37663;USA;M;Manual
4408;Ambrosino;Philip;Santa Anita;DF;22859;Mexico;F;Skilled Manual
4409;Calicura;Tyler;Westminster;BC;85104;Canada;M;Professional
4410;Cooper;Mary;Salem;OR;10170;USA;F;Professional
4411;Tieman;James;Bellingham;WA;12285;USA;M;Management
4412;Burnside;Allen;Sedro Woolley;WA;28804;USA;M;Manual
4413;Walsh;Glenn;Woodburn;OR;96079;USA;M;Skilled Manual
4414;Chamber;Harry;Richmond;CA;78760;USA;F;Manual
4415;Stenstedt;Richard;El Cajon;CA;85905;USA;F;Management
4416;Bonal;Henry;San Gabriel;CA;34748;USA;F;Manual
4417;Powers;Harold;Bremerton;WA;80552;USA;M;Professional
4418;White;Bryan;Lynnwood;WA;22058;USA;M;Professional
4419;Newton;Donald;Hidalgo;Zacatecas;60527;Mexico;M;Manual
4420;Martinez;Richard;Beaverton;OR;14400;USA;M;Professional
4421;Adez;Connie;Redwood City;CA;45322;USA;F;Manual
4422;Cantrell;Alice;Altadena;CA;64356;USA;F;Professional
4423;Bradford;Rodney;Albany;OR;35148;USA;M;Manual
4424;Christensen;David;San Jose;CA;45021;USA;M;Professional
4425;Bonham;Jill;Salem;OR;80974;USA;M;Management
4426;Renck;Troy;Woodland Hills;CA;32332;USA;F;Management
4427;Bennett;Robert;National City;CA;34447;USA;M;Skilled Manual
4428;Lucas;Lemoyne;La Mesa;CA;50965;USA;F;Skilled Manual
4429;Fisher;Susan;La Cruz;Sinaloa;19242;Mexico;M;Manual
4430;Dye;Anneliese;Cliffside;BC;74630;Canada;F;Skilled Manual
4431;McCullough;Mabel;Woodburn;OR;90682;USA;F;Management
4432;Hensley;Sergio;Shawnee;BC;30618;Canada;M;Management
4433;Hild;Raliegh;Santa Monica;CA;30217;USA;M;Manual
4434;Obermiller;Peggy;Ballard;WA;17928;USA;F;Skilled Manual
4435;Friedman;Harry;Richmond;CA;82689;USA;M;Skilled Manual
4436;Jacobs;Allison;Port Orchard;WA;36562;USA;F;Skilled Manual
4437;Stenenson;Bernice;Camacho;Zacatecas;41192;Mexico;M;Professional
4438;Yeckel;Wilfred;Pomona;CA;60226;USA;F;Manual
4439;Castro;Sam;Everett;WA;57310;USA;F;Skilled Manual
4440;Chi Yun;Randy;Altadena;CA;42506;USA;F;Professional
4441;Montano;Tim;La Jolla;CA;72290;USA;F;Manual
4442;Archuletta;Willa;Renton;WA;23647;USA;F;Professional
4443;Moore;Michael;Lake Oswego;OR;25762;USA;F;Management
4444;Miller;Phyllis;W. Linn;OR;15989;USA;F;Professional
4445;Tourte;Layla;Tacoma;WA;83264;USA;F;Professional
4446;Bell;Carol;Issaquah;WA;65945;USA;F;Skilled Manual
4447;Bruner;Bernard;Mexico City;Mexico;99383;Mexico;M;Skilled Manual
4448;Vergara;Jane;Mill Valley;CA;21933;USA;F;Manual
4449;Wansink;Elizabeth;Woodland Hills;CA;21532;USA;F;Manual
4450;Napier;Kevin;Pomona;CA;92442;USA;F;Professional
4451;Burke;Tony;Long Beach;CA;47712;USA;M;Professional
4452;Wright;Perfecto;Lincoln Acres;CA;27877;USA;M;Management
4453;Panepinto;John;Oregon City;OR;32507;USA;F;Professional
4454;Wecker;Sierra;Renton;WA;51541;USA;M;Professional
4455;Martinez;Donald;Tixapan;DF;22333;Mexico;F;Manual
4456;Hahn;Jeffrey;Metchosin;BC;75292;Canada;M;Manual
4457;Graff;David;Walla Walla;WA;43482;USA;M;Manual
4458;Young;Linda;Redmond;WA;21547;USA;F;Professional
4459;Buck;Irving;Burien;WA;23662;USA;F;Manual
4460;Hurley;Mary;Port Orchard;WA;40181;USA;M;Professional
4461;Henry;Ann;W. Linn;OR;84582;USA;M;Skilled Manual
4462;Miller;Virginia;Daly City;CA;63845;USA;F;Professional
4463;Burnett;Ricky;Lemon Grove;CA;97283;USA;M;Professional
4464;Miller;Teri;Ballard;WA;46125;USA;M;Skilled Manual
4465;Fryer;Peter;Lebanon;OR;19432;USA;M;Management
4466;Weinroth;Deborah;Lebanon;OR;33436;USA;M;Manual
4467;Jensen;Hazel;Portland;OR;71904;USA;M;Manual
4468;Carzino;Valerie;Lake Oswego;OR;25777;USA;F;Skilled Manual
4469;Mason;Bonnie;Novato;CA;56699;USA;M;Manual
4470;Appelhans;Leslie;Beverly Hills;CA;75733;USA;F;Skilled Manual
4471;Kuhlman;Matthew;Oregon City;OR;46525;USA;M;Professional
4472;Valdez;Michael;Berkeley;CA;31721;USA;F;Professional
4473;Ducat;Ken;Ballard;WA;67674;USA;F;Professional
4474;Carrier;Anita;Newport Beach;CA;19032;USA;F;Professional
4475;Kyle;Betty;Victoria;BC;19532;Canada;F;Manual
4476;Avaloz;Hermon;Coronado;CA;36051;USA;F;Professional
4477;Landauer;Josephine;Merida;Yucatan;77034;Mexico;M;Professional
4478;Hill;Barbara;Royal Oak;BC;59715;Canada;F;Skilled Manual
4479;Cardana;Stefanie;San Gabriel;CA;93152;USA;M;Professional
4480;Smalley;Birgitta;Langford;BC;15703;Canada;F;Management
4481;Kirkpatrick;Bruce;Seattle;WA;15302;USA;M;Skilled Manual
4482;Drew;Gary;Grossmont;CA;30132;USA;M;Skilled Manual
4483;Bond;Dennis;Guadalajara;Jalisco;67774;Mexico;F;Manual
4484;Antonucci;Jon;Burien;WA;21647;USA;M;Management
4485;Whitesides;Steven;Orizaba;Veracruz;26277;Mexico;F;Management
4486;Lowe;Ann;Downey;CA;45311;USA;F;Professional
4487;Hawkins;Wendy;Anacortes;WA;42395;USA;F;Manual
4488;Tweten;Ari;Beverly Hills;CA;27591;USA;F;Professional
4489;Conway;Christopher;Daly City;CA;63544;USA;F;Professional
4490;Zumsteg;Roland;Corvallis;OR;14902;USA;F;Manual
4491;Woods;John;Grossmont;CA;17017;USA;M;Manual
4492;Proetto;Victoria;Richmond;BC;52333;Canada;M;Skilled Manual
4493;Crowe;Kathryn;Anacortes;WA;20610;USA;M;Manual
4494;Sullivan;Bob;Redwood City;CA;32902;USA;F;Professional
4495;Falcon;Alma;Merida;Yucatan;10436;Mexico;F;Manual
4496;Meece;Mitch;Woodland Hills;CA;58277;USA;M;Manual
4497;Conti;Joseph;Puyallup;WA;57877;USA;M;Manual
4498;Brown;Diane;Olympia;WA;45588;USA;F;Management
4499;Ward;Margaret;Lebanon;OR;84056;USA;M;Professional
4500;Gibbs;Angelita;Fremont;CA;64222;USA;F;Manual
4501;Beebe;Ritchie;Burnaby;BC;68852;Canada;F;Manual
4502;Watkins;Angela;N. Vancouver;BC;87886;Canada;M;Manual
4503;McCuiston;Mary;Salem;OR;58678;USA;M;Professional
4504;Webb;Leon;Royal Oak;BC;43874;Canada;M;Clerical
4505;Smith;Nicholas;Edmonds;WA;79827;USA;M;Manual
4506;Burden;Stacie;Burlingame;CA;31184;USA;M;Clerical
4507;Brasselero;Micheline;Corvallis;OR;33299;USA;F;Manual
4508;Ace;Geneva;Lebanon;OR;72880;USA;M;Manual
4509;Wan;Jerry;Richmond;BC;41157;Canada;F;Skilled Manual
4510;Voeltz;Florinda;Bellflower;CA;96544;USA;F;Manual
4511;Valdez;Margaret;Berkeley;CA;30983;USA;M;Professional
4512;Makelky;Roger;San Carlos;CA;52532;USA;F;Professional
4513;Kersten;Thomas;Ladner;BC;52132;Canada;F;Manual
4514;McGill;Maria;Beaverton;OR;39843;USA;M;Manual
4515;Bordwell;Gaines;Edmonds;WA;56052;USA;M;Skilled Manual
4516;Hockreng;James;Walla Walla;WA;58477;USA;M;Manual
4517;Donaldson;Angela;Mill Valley;CA;89399;USA;M;Skilled Manual
4518;Brammeier;Vicki;Lebanon;OR;94342;USA;F;Professional
4519;Bontiglio;Everett;Burnaby;BC;79225;Canada;M;Skilled Manual
4520;Addante;Sheila;Pomona;CA;64421;USA;F;Management
4521;Allen;James;San Carlos;CA;13752;USA;F;Professional
4522;Kochis;Anita;Tacoma;WA;51731;USA;M;Manual
4523;Rodriguez;Eugene;Daly City;CA;53846;USA;F;Skilled Manual
4524;Belloni;Elisa;La Jolla;CA;44073;USA;M;Skilled Manual
4525;Larkins;Maxine;Arcadia;CA;56860;USA;F;Manual
4526;Woods;David;El Cajon;CA;39540;USA;F;Management
4527;Arnold;Anne;Port Orchard;WA;72978;USA;M;Skilled Manual
4528;Cook;Maryanne;Redmond;WA;94527;USA;M;Professional
4529;Stengel;Chuck;Novato;CA;94127;USA;M;Professional
4530;Swenson;Michael;Novato;CA;81838;USA;M;Professional
4531;Sisk;Anatole;Acapulco;Guerrero;47599;Mexico;M;Management
4532;Dailey;Debbye;Oak Bay;BC;14722;Canada;M;Manual
4533;Ketcham;Van;Santa Monica;CA;61022;USA;F;Professional
4534;Stubbs;Lauri;Glendale;CA;25136;USA;F;Manual
4535;Murphy;Noel;Burien;WA;94928;USA;M;Manual
4536;Chandler;Mark;Albany;OR;80123;USA;F;Manual
4537;Basham;Matthew;Bellflower;CA;43369;USA;M;Management
4538;Brawner;Marina;Langley;BC;67434;Canada;F;Skilled Manual
4539;Vicknair;Keith;Palo Alto;CA;69549;USA;M;Professional
4540;Ferrell;Henry;Walla Walla;WA;86068;USA;F;Manual
4541;Wilcox;Albert;Port Orchard;WA;54344;USA;F;Management
4542;Lovato;Miriam;Novato;CA;35410;USA;F;Manual
4543;Strou;Jesse;Salem;OR;42555;USA;F;Skilled Manual
4544;Warner;Michael;West Covina;CA;90397;USA;F;Professional
4545;Burus;Lucille;Edmonds;WA;63704;USA;M;Skilled Manual
4546;Baker;Roger;Edmonds;WA;77708;USA;F;Professional
4547;Adler;Cletus;Woodburn;OR;17177;USA;M;Skilled Manual
4548;Putt;Everett;Los Angeles;CA;70049;USA;M;Skilled Manual
4549;Belinge;Jay;Richmond;BC;19722;Canada;F;Skilled Manual
4550;Bland;Helen;Newton;BC;21006;Canada;M;Professional
4551;Nix;Samuel;Coronado;CA;90797;USA;F;Professional
4552;Duran;Thomas;Tacoma;WA;75993;USA;M;Skilled Manual
4553;Spence;Harold;Everett;WA;12947;USA;F;Manual
4554;White;Frank;Lemon Grove;CA;63304;USA;F;Management
4555;Peters;Helen;Beaverton;OR;65419;USA;M;Skilled Manual
4556;Stronz;Andrew;Corvallis;OR;81937;USA;M;Professional
4557;Young;Gerri;Walla Walla;WA;50214;USA;M;Management
4558;Espinosa;Richard;Burbank;CA;66022;USA;F;Professional
4559;Price;Thomas;Vancouver;BC;85130;Canada;F;Manual
4560;Payne;Glen;Novato;CA;76802;USA;F;Manual
4561;Welz;Marlene;Langley;BC;72802;Canada;M;Manual
4562;Slaten;Nina;Milwaukie;OR;93990;USA;F;Manual
4563;Bird;Amanda;Sedro Woolley;WA;59752;USA;M;Professional
4564;Pfanz;Agnes;Olympia;WA;13625;USA;M;Skilled Manual
4565;Smedley;Carol;Richmond;CA;18255;USA;F;Professional
4566;Doerr;Pauline;Oregon City;OR;37289;USA;M;Skilled Manual
4567;Tracy;Denise;Yakima;WA;34373;USA;M;Skilled Manual
4568;Hayntin;Margaret;Torrance;CA;19569;USA;F;Professional
4569;Hagen;Barbara;Palo Alto;CA;55522;USA;F;Manual
4570;Benson;Florence;Sedro Woolley;WA;68802;USA;F;Management
4571;Bernahola;David;Camacho;Zacatecas;89942;Mexico;F;Manual
4572;Reed;Charlotte;Tlaxiaco;Oaxaca;98220;Mexico;M;Skilled Manual
4573;Carlozzi;John;Long Beach;CA;66497;USA;M;Management
4574;Head;Margaret;Burnaby;BC;49177;Canada;M;Professional
4575;Wilson;Sharlene;Renton;WA;56323;USA;M;Professional
4576;York;Olga;Mexico City;Mexico;77872;Mexico;M;Management
4577;Argenal;George;San Jose;CA;77472;USA;F;Skilled Manual
4578;Jackson;Angela;San Jose;CA;65183;USA;F;Skilled Manual
4579;Smith;Mary;Hidalgo;Zacatecas;46522;Mexico;F;Skilled Manual
4580;Reed;Debra;Ladner;BC;83816;Canada;F;Professional
4581;Abbud;Mark;Concord;CA;88446;USA;F;Management
4582;Wills;Michelle;Arcadia;CA;84812;USA;M;Professional
4583;Steeley;Petrina;Lebanon;OR;78273;USA;F;Manual
4584;Bushon;Steven;Oregon City;OR;63468;USA;F;Professional
4585;Barnemam;David;San Gabriel;CA;99421;USA;M;Clerical
4586;Kline;Chris;Westminster;BC;50779;Canada;M;Manual
4587;Baber;John;Mill Valley;CA;52894;USA;F;Manual
4588;Brown;Dianna;Palo Alto;CA;69413;USA;F;Manual
4589;McCormick;Joy;Lebanon;OR;37689;USA;F;Skilled Manual
4590;Pietsch;Doris;Mill Valley;CA;93077;USA;F;Professional
4591;Bermudez;Bethany;Redmond;WA;27515;USA;M;Professional
4592;Lipscomb;Barbara;Merida;Yucatan;21158;Mexico;M;Professional
4593;Moore;Ralph;Anacortes;WA;93464;USA;M;Management
4594;Klein;Donna;Bellingham;WA;84682;USA;F;Clerical
